,nome,date,open,high,low,close,adjclose,volume,nextmin,nextnextmax,nextminislower
35,GOLL4.csv,2020-11-10,20.709999,22.120001,20.450001,20.780001,20.780001,20635800,19.660000,20.820000,True
36,GOLL4.csv,2020-11-11,20.790001,21.190001,19.660000,20.260000,20.260000,12337100,18.879999,19.980000,True
37,GOLL4.csv,2020-11-12,19.950001,20.820000,18.879999,19.059999,19.059999,13564100,19.110001,21.780001,False
38,GOLL4.csv,2020-11-13,19.340000,19.980000,19.110001,19.430000,19.430000,5571300,19.950001,21.660000,False
39,GOLL4.csv,2020-11-16,20.500000,21.780001,19.950001,21.219999,21.219999,18755100,20.520000,23.379999,False
40,GOLL4.csv,2020-11-17,20.969999,21.660000,20.520000,21.280001,21.280001,11988200,21.490000,23.150000,False
41,GOLL4.csv,2020-11-18,21.490000,23.379999,21.490000,21.940001,21.940001,24831200,21.330000,23.260000,True
42,GOLL4.csv,2020-11-19,22.049999,23.150000,21.330000,23.020000,23.020000,17341900,22.400000,23.590000,False
43,GOLL4.csv,2020-11-23,22.700001,23.260000,22.400000,22.709999,22.709999,11993000,22.570000,,False
44,GOLL4.csv,2020-11-24,23.049999,23.590000,22.570000,23.379999,23.379999,9598700,,,
45,CVCB3.csv,2020-11-03,12.700000,12.770000,11.850000,11.880000,11.880000,6382900,11.950000,13.130000,False
46,CVCB3.csv,2020-11-04,12.060000,12.680000,11.950000,12.300000,12.300000,7528600,12.230000,13.580000,False
47,CVCB3.csv,2020-11-05,12.560000,13.130000,12.230000,13.070000,13.070000,7029400,12.630000,15.400000,False
48,CVCB3.csv,2020-11-06,12.990000,13.580000,12.630000,13.470000,13.470000,6159800,14.620000,15.430000,False
49,CVCB3.csv,2020-11-09,15.120000,15.400000,14.620000,14.990000,14.990000,17252200,14.430000,14.950000,True
50,CVCB3.csv,2020-11-10,14.980000,15.430000,14.430000,14.750000,14.750000,8524600,14.180000,14.440000,True
51,CVCB3.csv,2020-11-11,14.750000,14.950000,14.180000,14.270000,14.270000,6632500,13.710000,14.480000,True
52,CVCB3.csv,2020-11-12,14.270000,14.440000,13.710000,13.850000,13.850000,5435500,13.900000,14.960000,False
53,CVCB3.csv,2020-11-13,13.950000,14.480000,13.900000,14.310000,14.310000,4443500,14.100000,16.400000,False
54,CVCB3.csv,2020-11-16,14.800000,14.960000,14.100000,14.660000,14.660000,10503300,14.470000,17.059999,False
55,CVCB3.csv,2020-11-17,14.580000,16.400000,14.470000,16.010000,16.010000,21881900,15.800000,16.590000,False
56,CVCB3.csv,2020-11-18,16.500000,17.059999,15.800000,15.850000,15.850000,18460200,15.450000,16.730000,True
57,CVCB3.csv,2020-11-19,15.820000,16.590000,15.450000,16.400000,16.400000,9671500,16.139999,16.590000,False
58,CVCB3.csv,2020-11-23,16.400000,16.730000,16.139999,16.330000,16.330000,6935000,16.020000,,True
59,CVCB3.csv,2020-11-24,16.480000,16.590000,16.020000,16.370001,16.370001,8212100,,,
